date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
27-10-2024,Rajasthan,Jhunjhunu,1.0,PM10,186.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-04-2025,Rajasthan,Udaipur,1.0,PM10,98.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-12-2022,Karnataka,Haveri,1.0,PM10,68.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-04-2020,Andhra Pradesh,Tirupati,1.0,O3,60.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-03-2020,Madhya Pradesh,Dewas,1.0,PM2.5,152.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-12-2023,Bihar,Arrah,1.0,PM2.5,345.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-10-2024,Bihar,Buxar,1.0,PM2.5,144.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-10-2015,Uttar Pradesh,Kanpur,1.0,PM2.5,328.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-01-2025,Madhya Pradesh,Singrauli,1.0,PM2.5,173.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-01-2020,Kerala,Thiruvananthapuram,1.0,PM10,53.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-10-2021,Kerala,Kannur,1.0,CO,40.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-08-2019,Haryana,Bahadurgarh,1.0,O3,163.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-03-2021,Tripura,Agartala,1.0,PM2.5,225.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-07-2024,Haryana,Gurugram,4.0,"PM2.5,PM10,CO",88.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-02-2020,Madhya Pradesh,Pithampur,1.0,PM10,120.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-11-2024,Rajasthan,Kota,3.0,PM2.5,245.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-05-2024,Maharashtra,Nanded,1.0,PM10,109.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-08-2019,Maharashtra,Nagpur,1.0,PM10,31.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-08-2023,Andhra Pradesh,Kadapa,1.0,PM2.5,30.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-11-2020,Haryana,Sirsa,1.0,PM2.5,183.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-03-2025,Tamil Nadu,Madurai,1.0,PM10,38.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-04-2023,Assam,Nalbari,1.0,O3,76.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-12-2022,Haryana,Yamunanagar,1.0,PM2.5,313.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-03-2018,Andhra Pradesh,Amaravati,1.0,PM10,82.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-06-2019,Madhya Pradesh,Maihar,1.0,PM10,76.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-01-2024,Karnataka,Madikeri,1.0,PM2.5,41.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-12-2024,Maharashtra,Pune,10.0,PM2.5,179.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-11-2022,Tamil Nadu,Ooty,1.0,PM10,64.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-02-2024,Rajasthan,Sikar,1.0,PM10,106.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-02-2021,Haryana,Panchkula,1.0,O3,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-11-2024,Madhya Pradesh,Damoh,1.0,SO2,42.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-08-2021,Haryana,Sonipat,1.0,PM10,80.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-08-2020,Karnataka,Bagalkot,1.0,PM10,51.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-11-2022,Chandigarh,Chandigarh,3.0,"PM2.5,O3",163.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-11-2023,Haryana,Ballabgarh,1.0,PM10,376.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-04-2019,Uttar Pradesh,Bulandshahr,1.0,PM10,208.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-05-2024,Karnataka,Vijayapura,1.0,PM10,42.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-12-2022,Madhya Pradesh,Ujjain,1.0,PM2.5,197.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-02-2024,Karnataka,Gadag,1.0,O3,60.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-04-2022,Chandigarh,Chandigarh,3.0,PM10,143.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-01-2023,West Bengal,Durgapur,1.0,PM2.5,186.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-02-2023,Maharashtra,Nashik,1.0,PM2.5,83.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-03-2022,Kerala,Thiruvananthapuram,2.0,"PM2.5,PM10",56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-01-2023,Punjab,Jalandhar,1.0,PM2.5,93.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-02-2024,Punjab,Ludhiana,1.0,PM2.5,138.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-03-2024,Rajasthan,Jodhpur,5.0,"O3,PM2.5,PM10",106.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-03-2024,Maharashtra,Aurangabad,3.0,"PM10,O3",86.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-06-2020,Mizoram,Aizawl,1.0,CO,17.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2024,Tamil Nadu,Coimbatore,1.0,PM2.5,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-03-2024,Gujarat,Surat,1.0,CO,53.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-01-2019,Madhya Pradesh,Ratlam,1.0,PM2.5,252.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-04-2022,Kerala,Kozhikode,1.0,PM10,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-03-2025,Punjab,Bathinda,1.0,CO,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-03-2022,Punjab,Patiala,1.0,PM10,120.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-08-2019,Madhya Pradesh,Damoh,1.0,PM10,23.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-03-2025,Bihar,Motihari,1.0,PM10,59.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-01-2025,Punjab,Ludhiana,1.0,CO,90.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-12-2018,Rajasthan,Alwar,1.0,NO2,72.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2024,Madhya Pradesh,Jabalpur,4.0,"PM2.5,PM10",121.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-02-2024,Uttar Pradesh,Gorakhpur,1.0,PM2.5,157.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-09-2017,Punjab,Ludhiana,1.0,PM2.5,49.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-05-2023,Haryana,Gurugram,4.0,PM2.5,82.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-05-2024,Karnataka,Vijayapura,1.0,PM10,42.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-02-2024,Karnataka,Kolar,1.0,PM10,62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-08-2021,Andhra Pradesh,Tirupati,1.0,CO,39.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-05-2024,Rajasthan,Sikar,1.0,PM10,134.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-01-2023,Tamil Nadu,Coimbatore,1.0,PM2.5,136.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-12-2024,Bihar,Purnia,1.0,PM2.5,242.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-04-2021,Arunachal Pradesh,Naharlagun,1.0,PM10,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-07-2022,Gujarat,Ahmedabad,6.0,"PM10,CO",64.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-03-2019,Madhya Pradesh,Pithampur,1.0,PM10,122.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-11-2018,Karnataka,Bengaluru,9.0,"PM10,CO,O3",62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-03-2025,Tamil Nadu,Kanchipuram,1.0,PM10,20.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-03-2024,Rajasthan,Rajsamand,1.0,PM10,80.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-12-2021,Punjab,Jalandhar,1.0,PM2.5,231.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-07-2024,Rajasthan,Baran,1.0,O3,40.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-01-2024,Uttar Pradesh,Bareilly,1.0,PM10,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-02-2023,Assam,Nagaon,1.0,PM2.5,237.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-11-2023,Uttar Pradesh,Jhansi,1.0,PM2.5,201.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-04-2020,Odisha,Talcher,1.0,CO,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-07-2020,Rajasthan,Jaipur,2.0,"PM10,O3",50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-05-2016,Rajasthan,Jodhpur,1.0,PM10,381.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-09-2024,Uttar Pradesh,Moradabad,5.0,"PM2.5,PM10",49.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-10-2023,Karnataka,Hubballi,2.0,PM10,76.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-08-2024,Mizoram,Aizawl,1.0,PM10,34.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-07-2019,Uttar Pradesh,Agra,1.0,PM2.5,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-10-2022,Rajasthan,Alwar,1.0,PM10,58.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-10-2021,Karnataka,Vijayapura,1.0,PM10,42.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-03-2023,Rajasthan,Jaipur,3.0,"PM2.5,PM10",77.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-03-2024,Rajasthan,Jhalawar,1.0,PM10,122.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-08-2024,Maharashtra,Aurangabad,2.0,"PM2.5,PM10",74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-12-2018,Andhra Pradesh,Rajamahendravaram,1.0,PM2.5,160.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-08-2019,Madhya Pradesh,Dewas,1.0,CO,25.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-06-2023,Assam,Guwahati,3.0,"PM2.5,SO2",33.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-08-2021,Karnataka,Ramanagara,1.0,O3,42.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-09-2018,Rajasthan,Kota,1.0,PM10,36.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-12-2023,Assam,Nalbari,1.0,PM2.5,186.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2024,Chhattisgarh,Kunjemura,1.0,CO,25.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-11-2024,Assam,Nalbari,1.0,CO,52.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-09-2018,Haryana,Faridabad,1.0,PM2.5,86.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-03-2023,Andhra Pradesh,Anantapur,1.0,PM10,67.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-06-2024,Chhattisgarh,Bhilai,3.0,"PM10,O3",59.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-05-2019,Jharkhand,Jorapokhar,1.0,PM10,162.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-03-2025,Rajasthan,Sikar,1.0,PM10,131.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-02-2024,Maharashtra,Dhule,1.0,PM10,110.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2022,Kerala,Kozhikode,1.0,PM10,58.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-05-2021,Andhra Pradesh,Rajamahendravaram,1.0,PM10,110.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-01-2024,Uttar Pradesh,Jhansi,1.0,PM10,128.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-01-2025,Uttar Pradesh,Moradabad,5.0,PM2.5,94.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-07-2019,Rajasthan,Ajmer,1.0,PM10,57.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-01-2025,Maharashtra,Nanded,1.0,PM10,128.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-07-2024,West Bengal,Barrackpore,1.0,PM2.5,63.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-11-2016,Andhra Pradesh,Tirupati,1.0,NO2,128.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-02-2024,Punjab,Khanna,1.0,PM10,124.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-12-2021,Uttar Pradesh,Agra,5.0,PM2.5,238.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2020,Uttar Pradesh,Kanpur,1.0,PM2.5,240.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-05-2022,Karnataka,Mysuru,1.0,PM10,48.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-11-2018,West Bengal,Howrah,2.0,PM2.5,286.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-06-2020,Haryana,Manesar,1.0,PM10,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-10-2023,Kerala,Thiruvananthapuram,1.0,CO,39.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-11-2024,Haryana,Rohtak,1.0,PM2.5,213.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-02-2017,West Bengal,Kolkata,1.0,PM10,100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-08-2022,Uttar Pradesh,Kanpur,4.0,"PM2.5,PM10",56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-08-2024,Bihar,Araria,1.0,PM10,88.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-03-2022,Madhya Pradesh,Mandideep,1.0,PM10,104.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-06-2021,Uttar Pradesh,Moradabad,1.0,PM10,100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-07-2024,Punjab,Ludhiana,1.0,PM2.5,90.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-05-2021,West Bengal,Kolkata,7.0,"PM10,O3",45.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-07-2019,Punjab,Mandi Gobindgarh,1.0,PM10,109.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-08-2022,Uttar Pradesh,Prayagraj,3.0,"PM10,SO2,O3",70.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-09-2021,Karnataka,Chikkaballapur,1.0,PM10,36.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-02-2021,Uttar Pradesh,Agra,1.0,PM2.5,254.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-03-2023,Maharashtra,Chandrapur,1.0,PM2.5,101.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-04-2024,Haryana,Fatehabad,1.0,PM10,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-05-2022,Bihar,Samastipur,1.0,PM10,142.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-12-2017,Punjab,Amritsar,1.0,PM2.5,271.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-11-2023,Maharashtra,Jalna,1.0,PM2.5,287.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-04-2022,Uttar Pradesh,Gorakhpur,1.0,PM10,46.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-01-2024,Andhra Pradesh,Tirupati,2.0,"PM2.5,O3",75.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-03-2022,Uttar Pradesh,Kanpur,3.0,PM10,171.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-08-2023,Rajasthan,Jodhpur,5.0,PM10,127.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-12-2018,Punjab,Khanna,1.0,PM10,125.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2019,Maharashtra,Kalyan,1.0,PM10,62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-11-2024,Maharashtra,Ahmednagar,1.0,PM2.5,164.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-06-2022,Karnataka,Bengaluru,7.0,PM10,62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-03-2025,Punjab,Amritsar,1.0,PM10,76.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-03-2023,Odisha,Baripada,1.0,PM10,117.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-05-2021,Madhya Pradesh,Indore,1.0,PM10,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-12-2022,West Bengal,Kolkata,7.0,PM2.5,262.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-12-2023,Tripura,Agartala,1.0,PM2.5,235.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-04-2020,Karnataka,Chikkaballapur,1.0,O3,56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-08-2023,Karnataka,Mysuru,1.0,PM10,78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-02-2022,West Bengal,Asansol,1.0,O3,184.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-09-2024,Rajasthan,Chittorgarh,1.0,PM2.5,165.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-10-2023,Karnataka,Bengaluru,12.0,"PM10,CO",76.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-08-2024,Rajasthan,Sikar,1.0,PM10,65.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-03-2017,Tamil Nadu,Chennai,3.0,"PM2.5,O3",58.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-12-2023,Rajasthan,Udaipur,1.0,PM2.5,130.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-04-2018,Madhya Pradesh,Pithampur,1.0,PM10,155.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-02-2021,Gujarat,Ahmedabad,1.0,PM10,173.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-05-2023,Uttar Pradesh,Hapur,1.0,O3,119.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-05-2015,Uttar Pradesh,Lucknow,,"CO,O3",114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-02-2025,Rajasthan,Jaisalmer,1.0,PM10,106.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-11-2017,Uttar Pradesh,Ghaziabad,1.0,PM2.5,498.0,Severe,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-03-2023,Bihar,Katihar,1.0,PM2.5,162.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-08-2019,Bihar,Gaya,1.0,NO2,70.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-04-2023,Tamil Nadu,Tiruppur,1.0,PM10,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-04-2024,Rajasthan,Jodhpur,4.0,"PM2.5,PM10",112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-08-2024,Rajasthan,Chittorgarh,1.0,PM10,87.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-10-2021,Madhya Pradesh,Satna,1.0,PM10,69.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-11-2021,Uttar Pradesh,Baghpat,1.0,PM2.5,285.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-04-2022,Andhra Pradesh,Rajamahendravaram,1.0,PM10,30.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-12-2018,Punjab,Mandi Gobindgarh,1.0,PM2.5,149.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2024,Tamil Nadu,Cuddalore,1.0,NH3,71.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-12-2022,Haryana,Sonipat,1.0,PM10,161.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-03-2022,Uttar Pradesh,Prayagraj,3.0,PM10,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-04-2025,Bihar,Manguraha,1.0,CO,111.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-05-2025,Madhya Pradesh,Pithampur,1.0,O3,84.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-08-2018,Tamil Nadu,Chennai,3.0,PM2.5,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-09-2023,Karnataka,Raichur,1.0,CO,62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-11-2024,Haryana,Panchkula,1.0,PM2.5,258.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-02-2021,Haryana,Fatehabad,1.0,PM10,118.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-11-2024,Rajasthan,Banswara,1.0,O3,174.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-03-2022,Maharashtra,Chandrapur,1.0,CO,100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2021,Gujarat,Vapi,1.0,PM10,92.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-04-2024,Rajasthan,Hanumangarh,1.0,PM10,203.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-01-2023,Uttar Pradesh,Jhansi,1.0,PM10,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-01-2019,Haryana,Panchkula,1.0,PM2.5,117.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-08-2021,Madhya Pradesh,Jabalpur,1.0,CO,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-11-2024,Odisha,Angul,1.0,PM2.5,144.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-01-2023,Andhra Pradesh,Amaravati,1.0,PM2.5,128.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-10-2018,Maharashtra,Chandrapur,2.0,"PM2.5,PM10",156.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-09-2023,Karnataka,Ramanagara,1.0,PM10,30.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-06-2025,Maharashtra,Jalna,1.0,NO2,43.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-05-2023,Rajasthan,Bharatpur,1.0,PM10,163.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-05-2025,Gujarat,Surat,1.0,PM10,41.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-07-2024,Uttar Pradesh,Varanasi,4.0,"PM10,SO2",42.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-10-2019,Maharashtra,Nagpur,1.0,PM10,101.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-07-2017,Uttar Pradesh,Kanpur,1.0,PM2.5,205.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
